Date,댐수위,저수량,강우량
2000-10-20,107.34,392.625,0
2000-10-21,107.27,390.747,0
2000-10-22,107.19,388.61,0
2000-10-23,107.15,387.546,12.7
2000-10-24,107.08,385.689,0.3
2000-10-25,107.01,383.84,0
2000-10-26,106.95,382.261,0.2
2000-10-27,106.88,380.426,0
2000-10-28,106.8,378.338,0
2000-10-29,106.74,376.779,0.2
2000-10-30,106.66,374.709,0
2000-10-31,106.59,372.905,0.3
2000-11-01,106.53,371.366,11.3
2000-11-02,106.5,370.598,5.5
2000-11-03,106.42,368.557,0
2000-11-04,106.34,366.527,0
2000-11-05,106.27,364.758,0
2000-11-06,106.2,362.997,0
2000-11-07,106.12,360.994,0
2000-11-08,106.04,359,0
2000-11-09,105.96,357.017,0
2000-11-10,105.88,355.043,0
2000-11-11,105.8,353.079,0
2000-11-12,105.73,351.369,0
2000-11-13,105.65,349.423,0
2000-11-14,105.57,347.487,0
2000-11-15,105.49,345.562,3.6
2000-11-16,105.43,344.124,13.2
2000-11-17,105.36,342.453,0
2000-11-18,105.28,340.553,0
2000-11-19,105.2,338.663,2.2
2000-11-20,105.14,337.251,14.1
2000-11-21,105.07,335.612,0
2000-11-22,105,333.979,0
2000-11-23,104.91,331.914,0
2000-11-24,104.85,330.542,0
2000-11-25,104.78,328.947,0
2000-11-26,104.69,326.905,0
2000-11-27,104.6,324.872,0
2000-11-28,104.51,322.849,0
2000-11-29,104.42,320.834,0
2000-11-30,104.33,318.83,0.3
2000-12-01,104.24,316.834,0
2000-12-02,104.14,314.627,0
2000-12-03,104.04,312.432,0
2000-12-04,103.95,310.466,0
2000-12-05,103.85,308.292,0
2000-12-06,103.78,306.777,0
2000-12-07,103.68,304.623,0
2000-12-08,103.58,302.479,0
2000-12-09,103.49,300.56,0
2000-12-10,103.39,298.437,0
2000-12-11,103.29,296.326,0
2000-12-12,103.19,294.226,0
2000-12-13,103.09,292.137,0
2000-12-14,103,290.266,0
2000-12-15,102.9,288.198,0
2000-12-16,102.8,286.14,0
2000-12-17,102.71,284.298,0
2000-12-18,102.62,282.464,2.7
2000-12-19,102.52,280.437,1
2000-12-20,102.42,278.421,0
2000-12-21,102.33,276.615,0
2000-12-22,102.23,274.619,0
2000-12-23,102.14,272.832,0
2000-12-24,102.05,271.053,0
2000-12-25,101.95,269.087,0
2000-12-26,101.86,267.326,0
2000-12-27,101.76,265.38,0
2000-12-28,101.66,263.444,0
2000-12-29,101.57,261.711,0
2000-12-30,101.49,260.178,0
2000-12-31,101.4,258.46,0
2001-01-01,101.3,256.562,0
2001-01-02,101.21,254.862,0
2001-01-03,101.13,253.358,0
2001-01-04,101.04,251.674,0
2001-01-05,100.95,249.998,0
2001-01-06,100.86,248.331,0
2001-01-07,100.79,247.039,12.6
2001-01-08,100.71,245.57,0
2001-01-09,100.63,244.107,7.4
2001-01-10,100.56,242.831,0
2001-01-11,100.48,241.38,0
2001-01-12,100.4,239.935,0
2001-01-13,100.32,238.497,0.5
2001-01-14,100.24,237.065,0
2001-01-15,100.16,235.639,0
2001-01-16,100.09,234.397,0
2001-01-17,100.02,233.159,0.2
2001-01-18,99.94,231.751,1.4
2001-01-19,99.86,230.349,0.7
2001-01-20,99.82,229.65,13.6
2001-01-21,99.76,228.605,0
2001-01-22,99.7,227.563,0
2001-01-23,99.63,226.353,0
2001-01-24,99.57,225.319,0
2001-01-25,99.52,224.459,0
2001-01-26,99.46,223.432,0
2001-01-27,99.41,222.578,2.6
2001-01-28,99.36,221.727,1.9
2001-01-29,99.31,220.878,0.3
2001-01-30,99.26,220.031,0
2001-01-31,99.2,219.018,0
2001-02-01,99.16,218.345,0
2001-02-02,99.11,217.505,0
2001-02-03,99.05,216.501,0
2001-02-04,99.01,215.834,0
2001-02-05,98.96,215.001,0
2001-02-06,98.91,214.171,0
2001-02-07,98.85,213.178,0
2001-02-08,98.8,212.354,0
2001-02-09,98.75,211.531,0
2001-02-10,98.71,210.875,0
2001-02-11,98.66,210.057,0
2001-02-12,98.6,209.078,0.2
2001-02-13,98.55,208.265,0
2001-02-14,98.5,207.454,0
2001-02-15,98.45,206.645,2.1
2001-02-16,98.4,205.839,0
2001-02-17,98.36,205.196,0
2001-02-18,98.31,204.394,0
2001-02-19,98.26,203.594,0
2001-02-20,98.21,202.796,0
2001-02-21,98.17,202.16,2.8
2001-02-22,98.13,201.525,0
2001-02-23,98.11,201.208,29.3
2001-02-24,98.13,201.525,9.4
2001-02-25,98.12,201.367,0
2001-02-26,98.11,201.208,0
2001-02-27,98.11,201.208,25.9
2001-02-28,98.25,203.434,11.4
2001-03-01,98.35,205.035,6.8
2001-03-02,98.4,205.839,0
2001-03-03,98.42,206.161,3.5
2001-03-04,98.43,206.322,0
2001-03-05,98.43,206.322,0.5
2001-03-06,98.42,206.161,0
2001-03-07,98.41,206,0
2001-03-08,98.4,205.839,0.1
2001-03-09,98.38,205.517,0.4
2001-03-10,98.36,205.196,0
2001-03-11,98.34,204.875,0
2001-03-12,98.31,204.394,0
2001-03-13,98.29,204.073,0
2001-03-14,98.26,203.594,0
2001-03-15,98.23,203.115,0
2001-03-16,98.2,202.637,0.7
2001-03-17,98.17,202.16,1.5
2001-03-18,98.14,201.684,0
2001-03-19,98.1,201.05,0
2001-03-20,98.06,200.418,0
2001-03-21,98.03,199.944,0
2001-03-22,97.98,199.157,0
2001-03-23,97.95,198.686,0
2001-03-24,97.9,197.903,0
2001-03-25,97.85,197.122,0
2001-03-26,97.81,196.498,0
2001-03-27,97.77,195.877,0
2001-03-28,97.73,195.256,4.2
2001-03-29,97.69,194.637,0
2001-03-30,97.65,194.02,4.4
2001-03-31,97.61,193.404,0
2001-04-01,97.56,192.635,0
2001-04-02,97.51,191.87,0
2001-04-03,97.47,191.258,0
2001-04-04,97.41,190.344,0
2001-04-05,97.35,189.434,0
2001-04-06,97.3,188.677,0
2001-04-07,97.24,187.772,0
2001-04-08,97.18,186.87,0
2001-04-09,97.13,186.121,1.9
2001-04-10,97.06,185.076,0
2001-04-11,97,184.184,0.5
2001-04-12,96.94,183.294,0
2001-04-13,96.88,182.408,0
2001-04-14,96.82,181.525,4.6
2001-04-15,96.75,180.499,0
2001-04-16,96.69,179.623,0
2001-04-17,96.62,178.604,0
2001-04-18,96.55,177.59,0
2001-04-19,96.48,176.58,0
2001-04-20,96.41,175.574,0
2001-04-21,96.33,174.429,0
2001-04-22,96.26,173.432,0
2001-04-23,96.19,172.439,0
2001-04-24,96.11,171.31,0
2001-04-25,96.04,170.326,0
2001-04-26,95.96,169.206,0
2001-04-27,95.89,168.231,0
2001-04-28,95.81,167.121,3.2
2001-04-29,95.75,166.292,13.7
2001-04-30,95.7,165.604,8.7
2001-05-01,95.64,164.78,2
2001-05-02,95.57,163.823,2
2001-05-03,95.5,162.87,0
2001-05-04,95.42,161.786,0
2001-05-05,95.34,160.707,0
2001-05-06,95.27,159.767,0
2001-05-07,95.2,158.831,6.6
2001-05-08,95.13,157.899,1.4
2001-05-09,95.05,156.839,0
2001-05-10,94.96,155.655,0
2001-05-11,94.88,154.601,0
2001-05-12,94.8,153.551,0
2001-05-13,94.71,152.375,0
2001-05-14,94.62,151.206,0
2001-05-15,94.54,150.171,0
2001-05-16,94.45,149.013,0
2001-05-17,94.35,147.733,0
2001-05-18,94.26,146.588,0
2001-05-19,94.17,145.448,0
2001-05-20,94.08,144.315,0
2001-05-21,93.99,143.187,5.6
2001-05-22,93.92,142.314,8.1
2001-05-23,93.84,141.321,5.4
2001-05-24,93.75,140.209,0
2001-05-25,93.66,139.103,0
2001-05-26,93.57,138.003,1
2001-05-27,93.47,136.788,0
2001-05-28,93.37,135.579,0
2001-05-29,93.27,134.378,0
2001-05-30,93.18,133.303,0.7
2001-05-31,93.08,132.116,0
2001-06-01,92.98,130.935,0
2001-06-02,92.88,129.762,0
2001-06-03,92.78,128.595,0
2001-06-04,92.68,127.436,0
2001-06-05,92.58,126.284,0.5
2001-06-06,92.48,125.138,0
2001-06-07,92.38,124,0
2001-06-08,92.28,122.869,0
2001-06-09,92.18,121.744,0
2001-06-10,92.09,120.738,3.3
2001-06-11,91.99,119.627,0.3
2001-06-12,91.89,118.522,0
2001-06-13,91.79,117.425,6.3
2001-06-14,91.69,116.334,0.9
2001-06-15,91.59,115.25,0
2001-06-16,91.48,114.065,0
2001-06-17,91.37,112.889,0.2
2001-06-18,91.55,114.818,94.3
2001-06-19,92.25,122.531,23.9
2001-06-20,92.44,124.682,0
2001-06-21,92.44,124.682,0.3
2001-06-22,92.38,124,0.8
2001-06-23,92.3,123.094,6.7
2001-06-24,95.34,160.707,178.6
2001-06-25,98.9,214.006,21.2
2001-06-26,99.27,220.2,4.8
2001-06-27,99.41,222.578,0.1
2001-06-28,99.55,224.975,0
2001-06-29,99.57,225.319,10.8
2001-06-30,99.72,227.91,17.7
2001-07-01,100.19,236.173,31.6
2001-07-02,100.39,239.755,0
2001-07-03,100.43,240.476,0
2001-07-04,100.42,240.296,0
2001-07-05,100.77,246.671,49.3
2001-07-06,101.25,255.616,13.4
2001-07-07,101.41,258.651,0
2001-07-08,101.43,259.032,0
2001-07-09,101.42,258.841,0
2001-07-10,101.39,258.27,13.8
2001-07-11,101.4,258.46,11.5
2001-07-12,101.94,268.891,45.2
2001-07-13,102.51,280.235,0
2001-07-14,103.18,294.017,42.9
2001-07-15,103.71,305.268,5.5
2001-07-16,103.97,310.902,0.9
2001-07-17,104.08,313.309,0.5
2001-07-18,104.11,313.967,0
2001-07-19,104.11,313.967,0
2001-07-20,104.08,313.309,1.1
2001-07-21,104.03,312.213,0
2001-07-22,103.96,310.684,0
2001-07-23,103.87,308.726,0
2001-07-24,103.78,306.777,0
2001-07-25,103.79,306.993,33
2001-07-26,103.82,307.642,0.4
2001-07-27,103.79,306.993,0
2001-07-28,103.72,305.483,0
2001-07-29,103.64,303.764,0.3
2001-07-30,103.55,301.838,1.4
2001-07-31,103.48,300.347,2.2
2001-08-01,103.43,299.285,8.4
2001-08-02,103.37,298.014,1.1
2001-08-03,103.27,295.905,0
2001-08-04,103.18,294.017,3.1
2001-08-05,103.07,291.72,0.5
2001-08-06,102.97,289.644,0
2001-08-07,102.93,288.817,28.5
2001-08-08,102.88,287.785,0
2001-08-09,102.81,286.346,0
2001-08-10,102.73,284.707,0
2001-08-11,102.65,283.075,9
2001-08-12,102.57,281.449,2.4
2001-08-13,102.48,279.629,4.4
2001-08-14,102.41,278.22,1.3
2001-08-15,102.33,276.615,9.3
2001-08-16,102.24,274.818,0
2001-08-17,102.13,272.634,0
2001-08-18,102.02,270.462,0
2001-08-19,101.92,268.499,0
2001-08-20,101.79,265.963,0
2001-08-21,101.67,263.638,0
2001-08-22,101.55,261.327,0
2001-08-23,101.43,259.032,0
2001-08-24,101.31,256.751,0
2001-08-25,101.18,254.297,0
2001-08-26,101.06,252.048,5.2
2001-08-27,100.94,249.813,0
2001-08-28,100.81,247.408,0
2001-08-29,100.68,245.02,0.3
2001-08-30,100.56,242.831,7.5
2001-08-31,100.44,240.657,0
2001-09-01,100.31,238.318,0
2001-09-02,100.17,235.817,0.3
2001-09-03,100.04,233.513,0
2001-09-04,99.91,231.225,0
2001-09-05,99.77,228.779,0
2001-09-06,99.65,226.698,0
2001-09-07,99.52,224.459,0
2001-09-08,99.39,222.237,0
2001-09-09,99.26,220.031,1.5
2001-09-10,99.14,218.009,0.6
2001-09-11,99.02,216,0
2001-09-12,98.89,213.84,0
2001-09-13,98.76,211.695,0
2001-09-14,98.72,211.039,36.1
2001-09-15,98.63,209.567,0.2
2001-09-16,98.52,207.778,0
2001-09-17,98.4,205.839,0
2001-09-18,98.28,203.913,0
2001-09-19,98.17,202.16,0
2001-09-20,98.05,200.26,0
2001-09-21,97.93,198.372,0
2001-09-22,97.81,196.498,0
2001-09-23,97.7,194.792,0
2001-09-24,97.58,192.942,0
2001-09-25,97.47,191.258,0
2001-09-26,97.35,189.434,0
2001-09-27,97.24,187.772,0
2001-09-28,97.12,185.971,0
2001-09-29,97.01,184.332,0
2001-09-30,96.95,183.442,29.2
2001-10-01,96.86,182.113,0
2001-10-02,96.77,180.792,0
2001-10-03,96.67,179.331,0
2001-10-04,96.58,178.024,0.4
2001-10-05,96.49,176.724,0
2001-10-06,96.39,175.287,0
2001-10-07,96.29,173.859,0
2001-10-08,96.24,173.148,0
2001-10-09,96.16,172.015,26.5
2001-10-10,96.11,171.31,4.7
2001-10-11,96.04,170.326,0.3
2001-10-12,95.96,169.206,0
2001-10-13,95.88,168.092,0
2001-10-14,95.8,166.982,0
2001-10-15,95.73,166.016,0
2001-10-16,95.66,165.054,0
2001-10-17,95.59,164.096,0
2001-10-18,95.52,163.142,0
2001-10-19,95.45,162.192,0
2001-10-20,95.38,161.246,0
2001-10-21,95.33,160.573,6.7
2001-10-22,95.3,160.17,13.9
2001-10-23,95.26,159.633,0
2001-10-24,95.21,158.965,0
2001-10-25,95.15,158.165,0
2001-10-26,95.1,157.501,0
2001-10-27,95.05,156.839,14.7
2001-10-28,95.04,156.707,4.5
2001-10-29,95.01,156.311,2.6
2001-10-30,94.97,155.788,0
2001-10-31,94.93,155.259,0
2001-11-01,94.89,154.732,0
2001-11-02,94.85,154.206,0
2001-11-03,94.81,153.682,0
2001-11-04,94.76,153.027,0
2001-11-05,94.72,152.505,3.2
2001-11-06,94.69,152.115,0
2001-11-07,94.65,151.595,0
2001-11-08,94.61,151.076,0
2001-11-09,94.57,150.559,0
2001-11-10,94.53,150.042,0
2001-11-11,94.49,149.527,0
2001-11-12,94.45,149.013,0
2001-11-13,94.4,148.372,0
2001-11-14,94.36,147.861,0
2001-11-15,94.32,147.351,0
2001-11-16,94.28,146.842,0
2001-11-17,94.25,146.461,0
2001-11-18,94.21,145.954,0
2001-11-19,94.17,145.448,0
2001-11-20,94.13,144.944,0
2001-11-21,94.1,144.566,0
2001-11-22,94.06,144.064,0
2001-11-23,94.02,143.563,0
2001-11-24,93.97,142.938,0
2001-11-25,93.93,142.439,0
2001-11-26,93.9,142.066,0
2001-11-27,93.86,141.569,0
2001-11-28,93.82,141.073,0.8
2001-11-29,93.8,140.826,12.5
2001-11-30,93.77,140.456,0
2001-12-01,93.73,139.963,0
2001-12-02,93.69,139.471,0
2001-12-03,93.68,139.348,30.1
2001-12-04,93.69,139.471,2.2
2001-12-05,93.68,139.348,0
2001-12-06,93.65,138.981,0
2001-12-07,93.62,138.614,0
2001-12-08,93.59,138.247,0
2001-12-09,93.55,137.759,0
2001-12-10,93.52,137.394,0
2001-12-11,93.48,136.909,0
2001-12-12,93.45,136.545,9.1
2001-12-13,93.43,136.303,2.1
2001-12-14,93.39,135.82,0.6
2001-12-15,93.36,135.459,0
2001-12-16,93.32,134.978,0
2001-12-17,93.28,134.498,0
2001-12-18,93.25,134.139,0
2001-12-19,93.21,133.661,0
2001-12-20,93.17,133.184,0
2001-12-21,93.13,132.708,0
2001-12-22,93.1,132.352,0
2001-12-23,93.06,131.879,0
2001-12-24,93.03,131.524,0
2001-12-25,92.98,130.935,0
2001-12-26,92.94,130.465,0
2001-12-27,92.9,129.996,0
2001-12-28,92.86,129.528,0
2001-12-29,92.82,129.061,0.3
2001-12-30,92.78,128.595,0
2001-12-31,92.74,128.131,0.1
2002-01-01,92.69,127.552,0
2002-01-02,92.65,127.09,0
2002-01-03,92.61,126.629,0
2002-01-04,92.57,126.169,0
2002-01-05,92.53,125.71,0
2002-01-06,92.49,125.253,0
2002-01-07,92.45,124.796,2.3
2002-01-08,92.4,124.227,0.1
2002-01-09,92.36,123.773,0
2002-01-10,92.32,123.32,0
2002-01-11,92.28,122.869,0
2002-01-12,92.23,122.306,0
2002-01-13,92.19,121.856,0.3
2002-01-14,92.15,121.408,2.9
2002-01-15,92.16,121.52,30.7
2002-01-16,92.19,121.856,6.7
2002-01-17,92.2,121.969,0
2002-01-18,92.2,121.969,0
2002-01-19,92.19,121.856,0
2002-01-20,92.16,121.52,2.8
2002-01-21,92.13,121.185,0.2
2002-01-22,92.1,120.85,0
2002-01-23,92.07,120.515,0
2002-01-24,92.03,120.071,0
2002-01-25,92,119.738,0
2002-01-26,91.98,119.516,9.4
2002-01-27,91.94,119.074,2.1
2002-01-28,91.91,118.743,0.2
2002-01-29,91.88,118.412,0
2002-01-30,91.85,118.083,0
2002-01-31,91.81,117.644,0
2002-02-01,91.78,117.315,0
2002-02-02,91.74,116.879,0
2002-02-03,91.7,116.443,0
2002-02-04,91.66,116.008,0
2002-02-05,91.63,115.683,0
2002-02-06,91.58,115.142,0
2002-02-07,91.54,114.711,0
2002-02-08,91.49,114.173,0
2002-02-09,91.45,113.744,0
2002-02-10,91.41,113.316,0.7
2002-02-11,91.37,112.889,0.2
2002-02-12,91.33,112.463,0
2002-02-13,91.29,112.039,0
2002-02-14,91.24,111.509,0
2002-02-15,91.19,110.982,0
2002-02-16,91.15,110.561,0
2002-02-17,91.1,110.036,0
2002-02-18,91.06,109.618,0
2002-02-19,91.01,109.096,0
2002-02-20,90.97,108.68,0
2002-02-21,90.93,108.265,10.6
2002-02-22,90.9,107.954,0.2
2002-02-23,90.86,107.541,0
2002-02-24,90.82,107.129,0
2002-02-25,90.77,106.615,0
2002-02-26,90.73,106.206,0
2002-02-27,90.68,105.695,0.3
2002-02-28,90.64,105.287,0.2
2002-03-01,90.6,104.881,0
2002-03-02,90.55,104.375,0
2002-03-03,90.51,103.971,0
2002-03-04,90.46,103.467,0
2002-03-05,90.43,103.166,12
2002-03-06,90.38,102.665,0.3
2002-03-07,90.34,102.266,0
2002-03-08,90.3,101.867,0
2002-03-09,90.26,101.47,0
2002-03-10,90.21,100.974,0
2002-03-11,90.17,100.579,0
2002-03-12,90.12,100.087,0
2002-03-13,90.08,99.694,0
2002-03-14,90.05,99.4,15
2002-03-15,90.02,99.107,0
2002-03-16,89.98,98.717,0
2002-03-17,89.94,98.327,0
2002-03-18,89.9,97.939,0
2002-03-19,89.86,97.552,0
2002-03-20,89.82,97.166,0
2002-03-21,89.8,96.974,10.6
2002-03-22,89.77,96.685,0
2002-03-23,89.73,96.301,0
2002-03-24,89.69,95.918,0
2002-03-25,89.65,95.537,0
2002-03-26,89.59,94.966,0
2002-03-27,89.56,94.682,0
2002-03-28,89.51,94.209,0.6
2002-03-29,89.49,94.02,13.3
2002-03-30,89.46,93.737,0
2002-03-31,89.42,93.361,0
2002-04-01,89.38,92.987,0
2002-04-02,89.33,92.519,0
2002-04-03,89.29,92.147,0
2002-04-04,89.24,91.682,0
2002-04-05,89.2,91.312,0
2002-04-06,89.37,92.893,50.2
2002-04-07,89.77,96.685,0
2002-04-08,89.86,97.552,0
2002-04-09,89.86,97.552,0
2002-04-10,89.84,97.359,0
2002-04-11,89.8,96.974,0
2002-04-12,89.75,96.493,0
2002-04-13,89.71,96.11,0
2002-04-14,89.66,95.632,1.9
2002-04-15,89.63,95.346,11
2002-04-16,89.7,96.014,23.1
2002-04-17,89.76,96.589,0
2002-04-18,89.77,96.685,0
2002-04-19,89.78,96.781,0
2002-04-20,89.76,96.589,0
2002-04-21,89.74,96.397,0
2002-04-22,89.7,96.014,0
2002-04-23,89.7,96.014,10.8
2002-04-24,89.66,95.632,0
2002-04-25,89.63,95.346,0
2002-04-26,89.59,94.966,0
2002-04-27,89.54,94.492,0
2002-04-28,89.5,94.114,0.2
2002-04-29,89.47,93.831,3.9
2002-04-30,89.47,93.831,14.2
2002-05-01,89.45,93.643,1.4
2002-05-02,89.44,93.549,0
2002-05-03,89.51,94.209,18.9
2002-05-04,89.58,94.871,0
2002-05-05,89.62,95.251,0
2002-05-06,89.62,95.251,3
2002-05-07,89.71,96.11,27
2002-05-08,89.89,97.842,0.3
2002-05-09,89.97,98.619,0
2002-05-10,90,98.912,0
2002-05-11,90.01,99.009,0
2002-05-12,89.98,98.717,0
2002-05-13,89.95,98.425,0
2002-05-14,89.92,98.133,8.9
2002-05-15,90.17,100.579,36.3
2002-05-16,90.41,102.965,1.2
2002-05-17,90.56,104.476,5.5
2002-05-18,90.67,105.593,1
2002-05-19,90.74,106.308,0
2002-05-20,90.76,106.513,0
2002-05-21,90.75,106.41,0
2002-05-22,90.73,106.206,1.5
2002-05-23,90.7,105.899,0
2002-05-24,90.66,105.491,0
2002-05-25,90.61,104.983,0
2002-05-26,90.56,104.476,0
2002-05-27,90.51,103.971,0
2002-05-28,90.47,103.568,0
2002-05-29,90.43,103.166,0
2002-05-30,90.38,102.665,0
2002-05-31,90.34,102.266,0
2002-06-01,90.29,101.768,0
2002-06-02,90.27,101.569,6.2
2002-06-03,90.23,101.172,0
2002-06-04,90.19,100.777,0
2002-06-05,90.14,100.284,0
2002-06-06,90.09,99.792,0
2002-06-07,90.04,99.302,0
2002-06-08,89.98,98.717,0
2002-06-09,89.93,98.23,0
2002-06-10,89.88,97.746,10.5
2002-06-11,90.02,99.107,32.4
2002-06-12,90.02,99.107,0
2002-06-13,89.98,98.717,0
2002-06-14,89.92,98.133,0
2002-06-15,89.87,97.649,0.8
2002-06-16,89.82,97.166,0
2002-06-17,89.76,96.589,0
2002-06-18,89.7,96.014,0
2002-06-19,89.66,95.632,18.9
2002-06-20,89.65,95.537,1
2002-06-21,89.61,95.156,0
2002-06-22,89.56,94.682,0
2002-06-23,89.5,94.114,5.4
2002-06-24,89.64,95.441,42.7
2002-06-25,89.79,96.877,0
2002-06-26,89.8,96.974,0.4
2002-06-27,89.75,96.493,0
2002-06-28,89.7,96.014,0
2002-06-29,89.65,95.537,0
2002-06-30,89.6,95.061,0
2002-07-01,89.55,94.587,2.4
2002-07-02,89.52,94.303,5.7
2002-07-03,89.48,93.926,0
2002-07-04,89.43,93.455,0
2002-07-05,91.17,110.771,135.5
2002-07-06,93.69,139.471,9
2002-07-07,94.14,145.07,0
2002-07-08,94.27,146.715,12.2
2002-07-09,94.45,149.013,2.4
2002-07-10,94.52,149.913,0.2
2002-07-11,94.52,149.913,0.2
2002-07-12,94.51,149.785,0
2002-07-13,94.47,149.27,0.9
2002-07-14,94.44,148.885,2.2
2002-07-15,94.41,148.5,0
2002-07-16,94.35,147.733,0
2002-07-17,94.29,146.969,0
2002-07-18,94.23,146.207,0.2
2002-07-19,94.21,145.954,11.9
2002-07-20,94.23,146.207,46.4
2002-07-21,94.95,155.523,22.7
2002-07-22,95.29,160.035,7.7
2002-07-23,95.47,162.463,0
2002-07-24,95.54,163.414,0
2002-07-25,95.56,163.687,0
2002-07-26,95.6,164.233,21.2
2002-07-27,95.74,166.154,0.8
2002-07-28,95.81,167.121,0.5
2002-07-29,95.82,167.259,0
2002-07-30,95.81,167.121,0
2002-07-31,95.78,166.706,0
2002-08-01,95.75,166.292,0
2002-08-02,95.72,165.879,0
2002-08-03,95.69,165.466,0
2002-08-04,95.66,165.054,0.2
2002-08-05,95.62,164.506,0.2
2002-08-06,95.98,169.485,90.6
2002-08-07,100.11,234.751,194.9
2002-08-08,105.53,346.523,75.2
2002-08-09,106.52,371.109,0.6
2002-08-10,107.21,389.144,61.5
2002-08-11,108.4,422.001,7.3
2002-08-12,108.58,427.166,46.9
2002-08-13,108.29,418.87,4.6
2002-08-14,107.79,404.879,39.8
2002-08-15,108.46,423.717,56.7
2002-08-16,107.76,404.052,1.6
2002-08-17,106.71,376.001,5.8
2002-08-18,106.3,365.515,10.1
2002-08-19,106.52,371.109,2.4
2002-08-20,106.68,375.225,4.4
2002-08-21,106.78,377.818,0
2002-08-22,106.87,380.164,4.9
2002-08-23,106.95,382.261,5.8
2002-08-24,107.01,383.84,0
2002-08-25,107.02,384.104,0
2002-08-26,107.02,384.104,0
2002-08-27,107.04,384.631,6.5
2002-08-28,107.04,384.631,10.7
2002-08-29,107.03,384.367,0
2002-08-30,106.92,381.474,10.1
2002-08-31,109.31,448.643,175.9
2002-09-01,108.25,417.736,4.9
2002-09-02,107.14,387.28,0
2002-09-03,107.4,394.24,0
2002-09-04,107.52,397.488,0
2002-09-05,107.59,399.393,0
2002-09-06,107.64,400.759,0
2002-09-07,107.66,401.306,0
2002-09-08,107.66,401.306,0
2002-09-09,107.51,397.217,0
2002-09-10,107.24,389.945,0.2
2002-09-11,106.96,382.524,0
2002-09-12,106.69,375.484,0
2002-09-13,106.41,368.303,0
2002-09-14,106.14,361.494,0.9
2002-09-15,105.94,356.522,63.5
2002-09-16,106.55,371.878,38.5
2002-09-17,106.69,375.484,0.3
2002-09-18,106.57,372.391,0
2002-09-19,106.43,368.812,0
2002-09-20,106.32,366.021,0
2002-09-21,106.18,362.495,0
2002-09-22,106.05,359.249,0
2002-09-23,105.9,355.535,0
2002-09-24,105.74,351.612,0
2002-09-25,105.65,349.423,0
2002-09-26,105.63,348.938,0
2002-09-27,105.59,347.97,0
2002-09-28,105.56,347.246,1.1
2002-09-29,105.53,346.523,1
2002-09-30,105.5,345.802,0
2002-10-01,105.46,344.842,0
2002-10-02,105.41,343.646,0
2002-10-03,105.37,342.691,11.5
2002-10-04,105.33,341.739,0
2002-10-05,105.29,340.79,0
2002-10-06,105.27,340.316,17.4
2002-10-07,105.23,339.37,0
2002-10-08,105.17,337.956,0.3
2002-10-09,105.12,336.782,0
2002-10-10,105.06,335.378,0
2002-10-11,105,333.979,0
2002-10-12,104.94,332.601,0
2002-10-13,104.88,331.228,0
2002-10-14,104.82,329.858,0
2002-10-15,104.76,328.493,12.3
2002-10-16,104.7,327.132,0
2002-10-17,104.63,325.549,0
2002-10-18,104.56,323.972,1.6
2002-10-19,104.5,322.624,3
2002-10-20,104.44,321.281,3.2
2002-10-21,104.36,319.497,0.3
2002-10-22,104.29,317.941,0
2002-10-23,104.21,316.171,0
2002-10-24,104.13,314.407,0
2002-10-25,104.05,312.651,0
2002-10-26,103.97,310.902,4.1
2002-10-27,103.89,309.16,0.3
2002-10-28,103.8,307.21,0.3
2002-10-29,103.72,305.483,0
2002-10-30,103.63,303.55,0
2002-10-31,103.54,301.625,0
2002-11-01,103.44,299.497,0
2002-11-02,103.35,297.592,0
2002-11-03,103.27,295.905,9.6
2002-11-04,103.18,294.017,2.1
2002-11-05,103.1,292.345,0
2002-11-06,103,290.266,0
2002-11-07,102.93,288.817,13.7
2002-11-08,102.83,286.756,0.4
2002-11-09,102.74,284.911,0.7
2002-11-10,102.65,283.075,0
2002-11-11,102.55,281.044,0
2002-11-12,102.46,279.226,0
2002-11-13,102.36,277.216,0
2002-11-14,102.26,275.217,0
2002-11-15,102.16,273.228,0
2002-11-16,102.07,271.448,0
2002-11-17,101.97,269.48,1.4
2002-11-18,101.88,267.717,0.2
2002-11-19,101.79,265.963,0.2
2002-11-20,101.7,264.217,0
2002-11-21,101.61,262.48,0
2002-11-22,101.53,260.943,0
2002-11-23,101.44,259.222,0
2002-11-24,101.35,257.51,0
2002-11-25,101.26,255.805,0
2002-11-26,101.17,254.109,0.1
2002-11-27,101.08,252.422,0
2002-11-28,101,250.928,0
2002-11-29,100.91,249.256,0
2002-11-30,100.83,247.777,0.2
2002-12-01,100.74,246.12,0
2002-12-02,100.66,244.654,0
2002-12-03,100.58,243.195,3.5
2002-12-04,100.52,242.105,2.2
2002-12-05,100.44,240.657,0
2002-12-06,100.37,239.395,0.5
2002-12-07,100.3,238.138,1
2002-12-08,100.24,237.065,8.1
2002-12-09,100.17,235.817,0
2002-12-10,100.11,234.751,0
2002-12-11,100.04,233.513,0
2002-12-12,99.97,232.278,0
2002-12-13,99.91,231.225,0
2002-12-14,99.85,230.174,0
2002-12-15,99.79,229.127,0.1
2002-12-16,99.73,228.084,3.6
2002-12-17,99.68,227.217,0
2002-12-18,99.62,226.18,0
2002-12-19,99.57,225.319,0
2002-12-20,99.52,224.459,0
2002-12-21,99.47,223.603,0
2002-12-22,99.42,222.749,2
2002-12-23,99.37,221.897,0.5
2002-12-24,99.33,221.217,0.5
